Naics4,zip,fdist
1129,80012,0
1129,80013,0
1129,80014,0
1129,80015,0
1129,80016,0
1129,80017,0
1129,80020,0
1129,80021,1
1129,80022,0
1129,80030,0
1129,80031,0
1129,80033,0
1129,80110,0
1129,80111,0
1129,80113,0
1129,80120,0
1129,80121,0
1129,80123,0
1129,80127,0
1129,80202,0
1129,80203,0
1129,80204,0
1129,80205,0
1129,80206,0
1129,80207,0
1129,80208,0
1129,80209,0
1129,80210,0
1129,80211,0
1129,80212,0
1129,80214,0
1129,80215,0
1129,80216,0
1129,80218,0
1129,80219,0
1129,80220,0
1129,80221,0
1129,80222,0
1129,80223,0
1129,80224,0
1129,80225,0
1129,80226,0
1129,80227,0
1129,80228,0
1129,80229,0
1129,80230,0
1129,80231,0
1129,80232,0
1129,80233,0
1129,80234,0
1129,80235,0
1129,80236,0
1129,80237,0
1129,80238,0
1129,80239,0
1129,80246,0
1129,80247,0
1129,80260,0
1129,80262,0
1129,80401,0
1129,80403,0
1129,80465,0
1129,80601,0
1129,80603,0
1129,80640,0
1133,80002,0
1133,80003,0
1133,80004,0
1133,80005,0
1133,80007,0
1133,80010,0
1133,80011,0
1133,80012,0
1133,80013,0
1133,80014,0
1133,80015,0
1133,80016,0
1133,80017,0
1133,80020,0
1133,80021,0
1133,80022,0
1133,80030,0
1133,80031,0
1133,80033,1
1133,80110,0
1133,80111,0
1133,80113,0
1133,80120,0
1133,80121,0
1133,80123,0
1133,80127,0
1133,80202,0
1133,80203,0
1133,80204,0
1133,80205,0
1133,80206,0
1133,80207,0
1133,80208,0
1133,80209,0
1133,80210,0
1133,80211,0
1133,80212,0
1133,80214,0
1133,80215,0
1133,80216,0
1133,80218,0
1133,80219,0
1133,80220,0
1133,80221,0
1133,80222,0
1133,80223,0
1133,80224,0
1133,80225,0
1133,80226,0
1133,80227,0
1133,80228,0
1133,80229,0
1133,80230,0
1133,80231,0
1133,80232,0
1133,80233,0
1133,80234,0
1133,80235,0
1133,80236,0
1133,80237,0
1133,80238,0
1133,80239,0
1133,80246,0
1133,80247,0
1133,80260,0
1133,80262,0
1133,80401,0
1133,80403,0
1133,80465,0
1133,80601,0
1133,80603,0
1133,80640,0
1151,80002,0
1151,80003,0
1151,80004,0
1151,80005,0
1151,80007,0
1151,80010,0
1151,80011,0
1151,80012,0
1151,80013,0
1151,80014,"0,5"
1151,80015,0
1151,80016,0
1151,80017,0
1151,80020,0
1151,80021,0
1151,80022,0
1151,80030,0
1151,80031,0
1151,80033,0
1151,80110,0
1151,80111,0
1151,80113,0
1151,80120,0
1151,80121,0
1151,80123,0
1151,80127,0
1151,80202,0
1151,80203,0
1151,80204,0
1151,80205,0
1151,80206,0
1151,80207,0
1151,80208,0
1151,80209,0
1151,80210,0
1151,80211,0
1151,80212,0
1151,80214,0
1151,80215,0
1151,80216,"0,5"
1151,80218,0
1151,80219,0
1151,80220,0
1151,80221,0
1151,80222,0
1151,80223,0
1151,80224,0
1151,80225,0
1151,80226,0
1151,80227,0
1151,80228,0
1151,80229,0
1151,80230,0
1151,80231,0
1151,80232,0
1151,80233,0
1151,80234,0
1151,80235,0
1151,80236,0
1151,80237,0
1151,80238,0
1151,80239,0
1151,80246,0
1151,80247,0
1151,80260,0
1151,80262,0
1151,80401,0
1151,80403,0
1151,80465,0
1151,80601,0
1151,80603,0
1151,80640,0
1152,80002,0
1152,80003,0
1152,80004,0
1152,80005,"0,142857142857143"
1152,80007,"0,142857142857143"
1152,80010,0
1152,80011,0
1152,80012,0
1152,80013,0
1152,80014,0
1152,80015,0
1152,80016,0
1152,80017,0
1152,80020,0
1152,80021,0
1152,80022,0
1152,80030,0
1152,80031,"0,142857142857143"
1152,80033,0
1152,80110,0
1152,80111,"0,142857142857143"
1152,80113,0
1152,80120,0
1152,80121,0
1152,80123,0
1152,80127,0
1152,80202,0
1152,80203,0
1152,80204,0
1152,80205,0
1152,80206,0
1152,80207,0
1152,80208,0
1152,80209,0
1152,80210,0
1152,80211,0
1152,80212,0
1152,80214,"0,142857142857143"
1152,80215,0
1152,80216,0
1152,80218,"0,142857142857143"
1152,80219,0
1152,80220,0
1152,80221,0
1152,80222,0
1152,80223,0
1152,80224,0
1152,80225,0
1152,80226,0
1152,80227,0
1152,80228,0
1152,80229,0
1152,80230,0
1152,80231,0
1152,80232,0
1152,80233,0
1152,80234,0
1152,80235,0
1152,80236,0
1152,80237,0
1152,80238,0
1152,80239,0
1152,80246,0
1152,80247,0
1152,80260,0
1152,80262,0
1152,80401,0
1152,80403,0
1152,80465,"0,142857142857143"
1152,80601,0
1152,80603,0
1152,80640,0
2111,80002,"0,00423728813559322"
2111,80003,0
2111,80004,0
2111,80005,0
2111,80007,0
2111,80010,"0,00423728813559322"
2111,80011,0
2111,80012,0
2111,80013,0
2111,80014,"0,00847457627118644"
2111,80015,"0,00847457627118644"
2111,80016,0
2111,80017,0
2111,80020,0
2111,80021,0
2111,80022,0
2111,80030,0
2111,80031,0
2111,80033,"0,0127118644067797"
2111,80110,0
2111,80111,"0,0805084745762712"
2111,80113,"0,00847457627118644"
2111,80120,"0,00423728813559322"
2111,80121,"0,0127118644067797"
2111,80123,"0,0169491525423729"
2111,80127,0
2111,80202,"0,572033898305085"
2111,80203,"0,0932203389830508"
2111,80204,"0,00847457627118644"
2111,80205,0
2111,80206,"0,00423728813559322"
2111,80207,0
2111,80208,0
2111,80209,"0,00847457627118644"
2111,80210,"0,0127118644067797"
2111,80211,"0,00423728813559322"
2111,80212,0
2111,80214,0
2111,80215,"0,00423728813559322"
2111,80216,0
2111,80218,"0,00847457627118644"
2111,80219,0
2111,80220,0
2111,80221,0
2111,80222,"0,00423728813559322"
2111,80223,0
2111,80224,"0,00423728813559322"
2111,80225,0
2111,80226,"0,00847457627118644"
2111,80227,"0,0211864406779661"
2111,80228,"0,00423728813559322"
2111,80229,0
2111,80230,0
2111,80231,"0,0127118644067797"
2111,80232,"0,00423728813559322"
2111,80233,0
2111,80234,"0,00423728813559322"
2111,80235,"0,00847457627118644"
2111,80236,0
2111,80237,"0,0211864406779661"
2111,80238,0
2111,80239,0
2111,80246,"0,0127118644067797"
2111,80247,0
2111,80260,0
2111,80262,0
2111,80401,"0,0169491525423729"
2111,80403,0
2111,80465,0
2111,80601,0
2111,80603,0
2111,80640,0
2122,80002,0
2122,80003,0
2122,80004,0
2122,80005,0
2122,80007,0
2122,80010,0
2122,80011,0
2122,80012,0
2122,80013,0
2122,80014,0
2122,80015,0
2122,80016,0
2122,80017,0
2122,80020,0
2122,80021,0
2122,80022,0
2122,80030,0
2122,80031,0
2122,80033,0
2122,80110,"0,0909090909090909"
2122,80111,0
2122,80113,0
2122,80120,0
2122,80121,0
2122,80123,"0,0909090909090909"
2122,80127,0
2122,80202,"0,0909090909090909"
2122,80203,"0,0909090909090909"
2122,80204,0
2122,80205,0
2122,80206,0
2122,80207,0
2122,80208,0
2122,80209,0
2122,80210,0
2122,80211,0
2122,80212,0
2122,80214,0
2122,80215,0
2122,80216,0
2122,80218,0
2122,80219,0
2122,80220,0
2122,80221,0
2122,80222,0
2122,80223,0
2122,80224,0
2122,80225,0
2122,80226,"0,0909090909090909"
2122,80227,"0,0909090909090909"
2122,80228,"0,272727272727273"
2122,80229,0
2122,80230,0
2122,80231,0
2122,80232,0
2122,80233,0
2122,80234,0
2122,80235,0
2122,80236,0
2122,80237,0
2122,80238,0
2122,80239,0
2122,80246,0
2122,80247,0
2122,80260,0
2122,80262,0
2122,80401,"0,181818181818182"
2122,80403,0
2122,80465,0
2122,80601,0
2122,80603,0
2122,80640,0
2123,80002,"0,0909090909090909"
2123,80003,0
2123,80004,0
2123,80005,0
2123,80007,"0,0909090909090909"
2123,80010,0
2123,80011,0
2123,80012,0
2123,80013,0
2123,80014,0
2123,80015,0
2123,80016,0
2123,80017,0
2123,80020,0
2123,80021,0
2123,80022,"0,181818181818182"
2123,80030,0
2123,80031,0
2123,80033,0
2123,80110,0
2123,80111,0
2123,80113,0
2123,80120,0
2123,80121,0
2123,80123,0
2123,80127,0
2123,80202,0
2123,80203,0
2123,80204,"0,0909090909090909"
2123,80205,0
2123,80206,0
2123,80207,0
2123,80208,0
2123,80209,0
2123,80210,0
2123,80211,0
2123,80212,0
2123,80214,0
2123,80215,0
2123,80216,0
2123,80218,0
2123,80219,0
2123,80220,0
2123,80221,0
2123,80222,0
2123,80223,0
2123,80224,0
2123,80225,0
2123,80226,0
2123,80227,0
2123,80228,0
2123,80229,0
2123,80230,0
2123,80231,0
2123,80232,0
2123,80233,0
2123,80234,0
2123,80235,0
2123,80236,0
2123,80237,0
2123,80238,0
2123,80239,0
2123,80246,0
2123,80247,0
2123,80260,0
2123,80262,0
2123,80401,"0,0909090909090909"
2123,80403,0
2123,80465,"0,0909090909090909"
2123,80601,0
2123,80603,0
2123,80640,"0,363636363636364"
2131,80002,0
2131,80003,0
2131,80004,0
2131,80005,0
2131,80007,0
2131,80010,0
2131,80011,0
2131,80012,"0,0112359550561798"
2131,80013,0
2131,80014,"0,0224719101123595"
2131,80015,0
2131,80016,0
2131,80017,0
2131,80020,0
2131,80021,0
2131,80022,"0,0112359550561798"
2131,80030,0
2131,80031,"0,0112359550561798"
2131,80033,"0,0337078651685393"
2131,80110,0
2131,80111,"0,0337078651685393"
2131,80113,0
2131,80120,"0,0224719101123595"
2131,80121,"0,0224719101123595"
2131,80123,0
2131,80127,0
2131,80202,"0,382022471910112"
2131,80203,"0,0674157303370786"
2131,80204,0
2131,80205,"0,0112359550561798"
2131,80206,"0,0561797752808989"
2131,80207,0
2131,80208,0
2131,80209,"0,0112359550561798"
2131,80210,0
2131,80211,0
2131,80212,"0,0112359550561798"
2131,80214,0
2131,80215,"0,0112359550561798"
2131,80216,0
2131,80218,"0,0112359550561798"
2131,80219,0
2131,80220,"0,0112359550561798"
2131,80221,"0,0112359550561798"
2131,80222,"0,0112359550561798"
2131,80223,"0,0337078651685393"
2131,80224,"0,0224719101123595"
2131,80225,0
2131,80226,0
2131,80227,"0,0112359550561798"
2131,80228,0
2131,80229,0
2131,80230,"0,0112359550561798"
2131,80231,"0,0112359550561798"
2131,80232,0
2131,80233,0
2131,80234,0
2131,80235,0
2131,80236,0
2131,80237,"0,0112359550561798"
2131,80238,0
2131,80239,0
2131,80246,"0,0449438202247191"
2131,80247,"0,0112359550561798"
2131,80260,0
2131,80262,0
2131,80401,"0,0224719101123595"
2131,80403,"0,0224719101123595"
2131,80465,0
2131,80601,"0,0112359550561798"
2131,80603,0
2131,80640,"0,0224719101123595"
2211,80002,0
2211,80003,"0,135135135135135"
2211,80004,0
2211,80005,0
2211,80007,"0,027027027027027"
2211,80010,0
2211,80011,"0,027027027027027"
2211,80012,0
2211,80013,0
2211,80014,0
2211,80015,0
2211,80016,0
2211,80017,0
2211,80020,0
2211,80021,0
2211,80022,0
2211,80030,0
2211,80031,0
2211,80033,0
2211,80110,0
2211,80111,0
2211,80113,0
2211,80120,0
2211,80121,0
2211,80123,0
2211,80127,0
2211,80202,"0,216216216216216"
2211,80203,0
2211,80204,"0,0810810810810811"
2211,80205,0
2211,80206,0
2211,80207,0
2211,80208,0
2211,80209,0
2211,80210,0
2211,80211,0
2211,80212,0
2211,80214,0
2211,80215,0
2211,80216,"0,0540540540540541"
2211,80218,0
2211,80219,0
2211,80220,0
2211,80221,0
2211,80222,0
2211,80223,"0,243243243243243"
2211,80224,0
2211,80225,0
2211,80226,0
2211,80227,0
2211,80228,0
2211,80229,0
2211,80230,0
2211,80231,"0,0810810810810811"
2211,80232,0
2211,80233,0
2211,80234,0
2211,80235,"0,027027027027027"
2211,80236,0
2211,80237,0
2211,80238,0
2211,80239,0
2211,80246,0
2211,80247,0
2211,80260,0
2211,80262,0
2211,80401,"0,027027027027027"
2211,80403,"0,027027027027027"
2211,80465,0
2211,80601,0
2211,80603,0
2211,80640,"0,0540540540540541"
2212,80002,0
2212,80003,0
2212,80004,0
2212,80005,0
2212,80007,0
2212,80010,0
2212,80011,0
2212,80012,0
2212,80013,0
2212,80014,0
2212,80015,0
2212,80016,0
2212,80017,0
2212,80020,0
2212,80021,0
2212,80022,0
2212,80030,0
2212,80031,0
2212,80033,0
2212,80110,0
2212,80111,0
2212,80113,0
2212,80120,0
2212,80121,0
2212,80123,0
2212,80127,0
2212,80202,"0,333333333333333"
2212,80203,"0,0666666666666667"
2212,80204,0
2212,80205,0
2212,80206,0
2212,80207,0
2212,80208,0
2212,80209,"0,0666666666666667"
2212,80210,0
2212,80211,0
2212,80212,0
2212,80214,0
2212,80215,0
2212,80216,"0,0666666666666667"
2212,80218,0
2212,80219,0
2212,80220,0
2212,80221,0
2212,80222,0
2212,80223,0
2212,80224,0
2212,80225,0
2212,80226,"0,0666666666666667"
2212,80227,"0,0666666666666667"
2212,80228,"0,133333333333333"
2212,80229,0
2212,80230,0
2212,80231,0
2212,80232,0
2212,80233,0
2212,80234,0
2212,80235,0
2212,80236,0
2212,80237,"0,133333333333333"
2212,80238,0
2212,80239,0
2212,80246,0
2212,80247,0
2212,80260,0
2212,80262,0
2212,80401,"0,0666666666666667"
2212,80403,0
2212,80465,0
2212,80601,0
2212,80603,0
2212,80640,0
2213,80002,"0,142857142857143"
2213,80003,0
2213,80004,0
2213,80005,0
2213,80007,0
2213,80010,0
2213,80011,0
2213,80012,"0,0285714285714286"
2213,80013,0
2213,80014,0
2213,80015,0
2213,80016,0
2213,80017,0
2213,80020,0
2213,80021,0
2213,80022,"0,0857142857142857"
2213,80030,0
2213,80031,0
2213,80033,"0,0857142857142857"
2213,80110,"0,0285714285714286"
2213,80111,0
2213,80113,0
2213,80120,0
2213,80121,0
2213,80123,0
2213,80127,0
2213,80202,"0,0285714285714286"
2213,80203,0
2213,80204,"0,0285714285714286"
2213,80205,0
2213,80206,0
2213,80207,0
2213,80208,0
2213,80209,0
2213,80210,0
2213,80211,0
2213,80212,0
2213,80214,0
2213,80215,"0,0857142857142857"
2213,80216,0
2213,80218,0
2213,80219,0
2213,80220,0
2213,80221,"0,114285714285714"
2213,80222,0
2213,80223,0
2213,80224,0
2213,80225,0
2213,80226,"0,0285714285714286"
2213,80227,"0,0285714285714286"
2213,80228,"0,0857142857142857"
2213,80229,"0,0571428571428571"
2213,80230,0
2213,80231,"0,0285714285714286"
2213,80232,0
2213,80233,0
2213,80234,0
2213,80235,"0,0285714285714286"
2213,80236,0
2213,80237,0
2213,80238,0
2213,80239,0
2213,80246,0
2213,80247,0
2213,80260,"0,0285714285714286"
2213,80262,0
2213,80401,"0,0285714285714286"
2213,80403,"0,0285714285714286"
2213,80465,0
2213,80601,0
2213,80603,0
2213,80640,"0,0285714285714286"
2361,80002,"0,0214168039538715"
2361,80003,"0,0197693574958814"
2361,80004,"0,0230642504118616"
2361,80005,"0,0197693574958814"
2361,80007,"0,00823723228995058"
2361,80010,"0,00329489291598023"
2361,80011,"0,00988467874794069"
2361,80012,"0,014827018121911"
2361,80013,"0,00494233937397035"
2361,80014,"0,0230642504118616"
2361,80015,"0,00823723228995058"
2361,80016,0
2361,80017,0
2361,80020,0
2361,80021,"0,00988467874794069"
2361,80022,"0,00658978583196046"
2361,80030,"0,00329489291598023"
2361,80031,"0,00988467874794069"
2361,80033,"0,0214168039538715"
2361,80110,"0,0477759472817133"
2361,80111,"0,057660626029654"
2361,80113,"0,0197693574958814"
2361,80120,"0,0214168039538715"
2361,80121,"0,014827018121911"
2361,80123,"0,0230642504118616"
2361,80127,"0,0247116968698517"
2361,80202,"0,0164744645799012"
2361,80203,"0,0181219110378913"
2361,80204,"0,0115321252059308"
2361,80205,"0,0131795716639209"
2361,80206,"0,0329489291598023"
2361,80207,"0,00988467874794069"
2361,80208,"0,00164744645799012"
2361,80209,"0,0214168039538715"
2361,80210,"0,0411861614497529"
2361,80211,"0,0247116968698517"
2361,80212,"0,00494233937397035"
2361,80214,"0,014827018121911"
2361,80215,"0,0164744645799012"
2361,80216,"0,0164744645799012"
2361,80218,"0,00329489291598023"
2361,80219,0
2361,80220,"0,0214168039538715"
2361,80221,"0,0197693574958814"
2361,80222,"0,014827018121911"
2361,80223,"0,0329489291598023"
2361,80224,"0,00823723228995058"
2361,80225,0
2361,80226,"0,0181219110378913"
2361,80227,"0,0230642504118616"
2361,80228,"0,0230642504118616"
2361,80229,"0,00658978583196046"
2361,80230,0
2361,80231,"0,0197693574958814"
2361,80232,"0,0164744645799012"
2361,80233,"0,0115321252059308"
2361,80234,"0,00494233937397035"
2361,80235,"0,00329489291598023"
2361,80236,"0,00823723228995058"
2361,80237,"0,0345963756177924"
2361,80238,"0,00329489291598023"
2361,80239,"0,00823723228995058"
2361,80246,"0,00988467874794069"
2361,80247,"0,00329489291598023"
2361,80260,"0,00329489291598023"
2361,80262,0
2361,80401,"0,0247116968698517"
2361,80403,"0,0115321252059308"
2361,80465,"0,00329489291598023"
2361,80601,0
2361,80603,0
2361,80640,"0,00164744645799012"
2362,80002,"0,0113636363636364"
2362,80003,"0,0151515151515152"
2362,80004,"0,00757575757575758"
2362,80005,0
2362,80007,"0,00757575757575758"
2362,80010,"0,00378787878787879"
2362,80011,"0,00757575757575758"
2362,80012,"0,00378787878787879"
2362,80013,0
2362,80014,"0,0227272727272727"
2362,80015,"0,00378787878787879"
2362,80016,0
2362,80017,"0,00757575757575758"
2362,80020,"0,00378787878787879"
2362,80021,"0,0265151515151515"
2362,80022,"0,0113636363636364"
2362,80030,"0,0113636363636364"
2362,80031,"0,00757575757575758"
2362,80033,"0,0265151515151515"
2362,80110,"0,0568181818181818"
2362,80111,"0,0643939393939394"
2362,80113,0
2362,80120,"0,0189393939393939"
2362,80121,"0,00757575757575758"
2362,80123,"0,0113636363636364"
2362,80127,"0,0113636363636364"
2362,80202,"0,0454545454545455"
2362,80203,"0,0189393939393939"
2362,80204,"0,071969696969697"
2362,80205,"0,0303030303030303"
2362,80206,"0,0113636363636364"
2362,80207,"0,0189393939393939"
2362,80208,0
2362,80209,"0,00378787878787879"
2362,80210,"0,0189393939393939"
2362,80211,"0,0227272727272727"
2362,80212,"0,0113636363636364"
2362,80214,"0,00378787878787879"
2362,80215,"0,0227272727272727"
2362,80216,"0,0265151515151515"
2362,80218,"0,0151515151515152"
2362,80219,0
2362,80220,"0,00378787878787879"
2362,80221,"0,0227272727272727"
2362,80222,"0,0416666666666667"
2362,80223,"0,053030303030303"
2362,80224,0
2362,80225,0
2362,80226,"0,00757575757575758"
2362,80227,"0,0189393939393939"
2362,80228,"0,0265151515151515"
2362,80229,"0,0189393939393939"
2362,80230,0
2362,80231,"0,0113636363636364"
2362,80232,"0,00378787878787879"
2362,80233,"0,00378787878787879"
2362,80234,"0,0113636363636364"
2362,80235,0
2362,80236,0
2362,80237,"0,0227272727272727"
2362,80238,0
2362,80239,"0,00378787878787879"
2362,80246,"0,00757575757575758"
2362,80247,0
2362,80260,"0,00757575757575758"
2362,80262,0
2362,80401,"0,0378787878787879"
2362,80403,"0,0189393939393939"
2362,80465,"0,00757575757575758"
2362,80601,0
2362,80603,0
2362,80640,0
2371,80002,"0,0579710144927536"
2371,80003,"0,0579710144927536"
2371,80004,"0,0144927536231884"
2371,80005,0
2371,80007,0
2371,80010,0
2371,80011,"0,0289855072463768"
2371,80012,0
2371,80013,0
2371,80014,"0,0144927536231884"
2371,80015,0
2371,80016,0
2371,80017,0
2371,80020,0
2371,80021,0
2371,80022,"0,159420289855072"
2371,80030,0
2371,80031,"0,0144927536231884"
2371,80033,"0,0144927536231884"
2371,80110,"0,0579710144927536"
2371,80111,0
2371,80113,0
2371,80120,"0,0144927536231884"
2371,80121,0
2371,80123,0
2371,80127,0
2371,80202,"0,0289855072463768"
2371,80203,0
2371,80204,0
2371,80205,"0,0144927536231884"
2371,80206,0
2371,80207,0
2371,80208,0
2371,80209,0
2371,80210,0
2371,80211,"0,0144927536231884"
2371,80212,0
2371,80214,"0,0144927536231884"
2371,80215,"0,0144927536231884"
2371,80216,"0,072463768115942"
2371,80218,0
2371,80219,0
2371,80220,0
2371,80221,"0,0289855072463768"
2371,80222,"0,0144927536231884"
2371,80223,"0,0144927536231884"
2371,80224,0
2371,80225,0
2371,80226,0
2371,80227,"0,0144927536231884"
2371,80228,"0,0289855072463768"
2371,80229,"0,101449275362319"
2371,80230,0
2371,80231,0
2371,80232,"0,0144927536231884"
2371,80233,0
